No_of_Rotation_(excluding_bonus),Coins_Inserted_Cumulative,Coins_Acquired_Cumulative,No_of_Regular_Bonus,No_of_Big_Bonus,No_of_grape_till_now,No_of_rhino_till_now,No_of_cherry_corner_till_now,No_of_clown_till_now,No_of_cherry_middle_till_now,setting
84.0,252,126,0,0,12,10,0,0,0,1
85.0,255,126,0,0,12,10,0,0,0,1
86.0,258,126,0,0,12,11,0,0,0,1
87.0,261,129,0,0,12,12,0,0,0,1
88.0,264,132,0,0,12,12,0,0,0,1
89.0,267,132,0,0,12,12,1,0,0,1
90.0,270,134,0,0,12,13,1,0,0,1
91.0,273,137,0,0,12,13,1,0,0,1
92.0,276,137,0,0,12,13,1,0,0,1
93.0,279,137,0,0,12,13,1,0,0,1
94.0,282,137,0,0,12,13,1,0,0,1
95.0,285,137,0,0,13,13,1,0,0,1
96.0,288,145,0,0,13,14,1,0,0,1
97.0,291,148,0,0,13,14,1,0,0,1
98.0,294,148,0,0,14,14,1,0,0,1
99.0,297,156,0,0,14,14,1,0,0,1
100.0,300,156,0,0,14,14,1,0,0,1
101.0,303,156,0,0,15,14,1,0,0,1
102.0,306,164,0,0,15,14,1,0,0,1
103.0,309,164,0,0,15,14,1,0,0,1
104.0,312,164,0,0,15,14,1,0,0,1
105.0,315,164,0,0,15,14,1,0,0,1
106.0,318,164,0,0,15,15,1,0,0,1
107.0,321,167,0,0,15,15,1,0,0,1
108.0,324,167,0,0,15,15,1,0,0,1
109.0,327,167,0,0,15,16,1,0,0,1
110.0,330,170,0,0,15,16,1,0,0,1
111.0,333,170,0,0,15,16,1,0,0,1
112.0,336,170,0,0,15,17,1,0,0,1
113.0,339,173,0,0,15,18,1,0,0,1
114.0,342,176,0,0,15,18,1,0,0,1
115.0,345,176,0,0,15,19,1,0,0,1
116.0,348,179,0,0,15,19,1,0,0,1
117.0,351,179,0,0,15,20,1,0,0,1
118.0,354,182,0,0,15,21,1,0,0,1
119.0,357,185,0,0,15,22,1,0,0,1
120.0,360,188,0,0,16,22,1,0,0,1
121.0,363,196,0,0,16,22,1,0,0,1
122.0,366,196,0,0,17,22,1,0,0,1
123.0,369,204,0,0,17,22,1,0,0,1
124.0,372,204,0,0,17,22,1,0,0,1
125.0,375,204,0,0,17,22,1,0,0,1
126.0,378,204,0,0,17,23,1,0,0,1
127.0,381,207,0,0,17,23,1,0,0,1
128.0,384,207,0,0,17,23,1,0,0,1
129.0,387,207,0,0,17,23,1,0,0,1
130.0,390,207,0,0,17,23,1,0,0,1
131.0,393,207,0,0,17,23,1,0,0,1
132.0,396,207,0,0,17,23,1,0,0,1
133.0,399,207,0,0,17,23,1,0,0,1
134.0,402,207,0,0,17,24,1,0,0,1
135.0,405,210,0,0,18,24,1,0,0,1
136.0,408,218,0,0,18,25,1,0,0,1
137.0,411,221,0,0,18,25,1,0,0,1
138.0,414,221,0,0,19,25,1,0,0,1
139.0,417,229,0,0,19,25,1,0,0,1
140.0,420,229,0,0,19,25,1,0,0,1
141.0,423,229,0,0,19,25,1,0,0,1
142.0,426,229,0,0,20,25,1,0,0,1
143.0,429,237,0,0,20,25,1,0,0,1
144.0,432,237,0,0,21,25,1,0,0,1
145.0,435,245,0,0,21,25,1,0,0,1
146.0,438,245,0,0,22,25,1,0,0,1
147.0,441,253,0,0,22,25,1,0,0,1
148.0,444,253,0,0,22,25,1,0,0,1
149.0,447,253,0,0,22,25,1,0,0,1
150.0,450,253,0,0,22,25,1,0,0,1
151.0,453,253,0,0,23,25,1,0,0,1
152.0,456,261,0,0,23,26,1,0,0,1
153.0,459,264,0,0,23,26,1,0,0,1
154.0,462,264,0,0,23,26,1,0,0,1
155.0,465,264,0,0,24,26,1,0,0,1
156.0,468,272,0,0,25,26,1,0,0,1
157.0,471,280,0,0,25,26,1,0,0,1
158.0,474,280,0,0,25,26,1,0,0,1
159.0,477,280,0,0,25,26,1,0,0,1
160.0,480,280,0,0,25,27,1,0,0,1
161.0,483,283,0,0,25,27,1,0,0,1
162.0,486,283,0,0,25,27,1,0,0,1
163.0,489,283,0,0,25,27,1,0,0,1
164.0,492,283,0,0,25,27,1,0,0,1
165.0,495,283,0,0,25,27,1,0,0,1
166.0,498,283,0,0,26,27,1,0,0,1
167.0,501,291,0,0,26,27,1,0,0,1
168.0,504,291,0,0,26,27,1,0,0,1
169.0,507,291,0,0,26,27,1,0,0,1
170.0,510,291,0,0,26,27,1,0,0,1
171.0,513,291,0,0,27,27,1,0,0,1
172.0,516,299,0,0,27,27,1,0,0,1
173.0,519,299,0,0,27,27,1,0,0,1
174.0,522,299,0,0,28,27,1,0,0,1
175.0,525,307,0,0,28,27,1,0,0,1
176.0,528,307,0,0,28,28,1,0,0,1
177.0,531,310,0,0,28,28,1,0,0,1
178.0,534,310,0,0,28,29,1,0,0,1
179.0,537,313,0,0,28,29,1,0,0,1
180.0,540,313,0,0,28,30,1,0,0,1
181.0,543,316,0,0,28,30,1,0,0,1
182.0,546,316,0,0,28,31,1,0,0,1
183.0,549,319,0,0,28,31,1,0,0,1
184.0,552,319,0,0,28,31,1,0,0,1
185.0,555,319,0,0,28,31,1,0,0,1
186.0,558,319,0,0,28,31,1,0,0,1
187.0,561,319,0,0,28,31,1,0,0,1
188.0,564,319,0,0,28,31,1,0,0,1
189.0,567,319,0,0,28,31,1,0,0,1
190.0,570,319,0,0,28,31,1,0,0,1
191.0,573,319,0,0,28,31,1,0,0,1
192.0,576,319,0,0,29,31,1,0,0,1
193.0,579,327,0,0,29,31,1,0,0,1
194.0,582,327,0,0,29,31,1,0,0,1
195.0,585,327,0,0,29,31,1,0,0,1
196.0,588,327,0,0,29,31,1,0,0,1
197.0,591,327,0,0,29,32,1,0,0,1
198.0,594,330,0,0,29,32,1,0,0,1
199.0,597,330,0,0,29,32,1,0,0,1
200.0,600,330,0,0,30,32,1,0,0,1
201.0,603,338,0,0,30,33,1,0,0,1
202.0,606,341,0,0,31,33,1,0,0,1
203.0,609,349,0,0,31,33,1,0,0,1
204.0,612,349,0,0,31,33,1,0,0,1
205.0,615,349,0,0,31,33,1,0,0,1
206.0,618,349,0,0,31,33,1,0,0,1
207.0,621,349,0,0,31,33,1,0,0,1
208.0,624,349,0,0,32,33,1,0,0,1
209.0,627,357,0,0,32,34,1,0,0,1
210.0,630,360,0,0,32,35,1,0,0,1
211.0,633,363,0,0,32,36,1,0,0,1
212.0,636,366,0,0,32,36,1,0,0,1
213.0,639,366,0,0,32,36,1,0,0,1
214.0,642,366,0,0,32,36,1,0,0,1
215.0,645,366,0,0,32,36,1,0,0,1
216.0,648,366,0,0,32,36,1,0,0,1
217.0,651,366,0,0,33,36,1,0,0,1
218.0,654,374,0,0,33,36,1,0,0,1
219.0,657,374,0,0,33,36,1,0,0,1
220.0,660,374,0,0,33,36,1,0,0,1
221.0,663,374,0,0,33,36,1,0,0,1
222.0,666,374,0,0,34,36,1,0,0,1
223.0,669,382,0,0,35,36,1,0,0,1
224.0,672,390,0,0,35,36,1,0,0,1
225.0,675,390,0,0,35,36,1,0,0,1
226.0,678,390,0,0,36,36,1,0,0,1
227.0,681,398,0,0,37,36,1,0,0,1
228.0,684,406,0,0,37,36,1,0,0,1
229.0,687,406,0,0,37,36,1,0,0,1
230.0,690,406,0,0,37,37,1,0,0,1
231.0,693,409,0,0,37,37,1,0,0,1
232.0,696,409,0,0,37,38,1,0,0,1
233.0,699,412,0,0,38,38,1,0,0,1
234.0,702,420,0,0,38,39,1,0,0,1
235.0,705,423,0,0,38,39,1,0,0,1
236.0,708,423,0,0,38,39,1,0,0,1
237.0,711,423,0,0,38,39,1,0,0,1
238.0,714,423,0,0,38,39,1,0,0,1
239.0,717,423,0,0,38,39,1,0,0,1
240.0,720,423,0,0,38,39,1,0,0,1
241.0,723,423,0,0,38,39,1,0,0,1
242.0,726,423,0,0,38,39,1,0,0,1
243.0,729,423,0,0,38,40,1,0,0,1
244.0,732,426,0,0,39,40,1,0,0,1
245.0,735,434,0,0,39,40,1,0,0,1
246.0,738,434,0,0,39,41,1,0,0,1
247.0,741,437,0,0,39,41,1,0,0,1
248.0,744,437,0,0,39,42,1,0,0,1
249.0,747,440,0,0,39,42,1,0,0,1
250.0,750,440,0,0,39,42,1,0,0,1
251.0,753,440,0,0,39,43,1,0,0,1
252.0,756,443,0,0,39,43,1,0,0,1
253.0,759,443,0,0,39,43,1,0,0,1
254.0,762,443,0,0,39,43,1,0,0,1
255.0,765,443,0,0,40,43,1,0,0,1
256.0,768,451,0,0,40,43,1,0,0,1
257.0,771,451,0,0,41,43,1,0,0,1
258.0,774,459,0,0,41,43,1,0,0,1
259.0,777,459,0,0,41,43,1,0,0,1
260.0,780,459,0,0,41,43,1,0,0,1
261.0,783,459,0,0,41,43,1,0,0,1
262.0,786,459,0,0,42,43,1,0,0,1
263.0,789,467,0,0,43,43,1,0,0,1
264.0,792,475,0,0,43,43,1,0,0,1
265.0,795,475,0,0,44,43,1,0,0,1
266.0,798,483,0,0,44,43,1,0,0,1
267.0,801,483,0,0,44,43,1,0,0,1
268.0,804,483,0,0,44,43,1,0,0,1
269.0,807,483,0,0,44,44,1,0,0,1
270.0,810,486,0,0,44,44,1,0,0,1
271.0,813,486,0,0,44,44,1,0,0,1
272.0,816,486,0,0,45,44,1,0,0,1
273.0,819,494,0,0,45,44,1,0,0,1
274.0,822,494,0,0,45,45,1,0,0,1
275.0,825,497,0,0,45,45,1,0,0,1
276.0,828,497,0,0,45,45,1,0,0,1
277.0,831,497,0,0,45,45,1,0,0,1
278.0,834,497,0,0,46,45,1,0,0,1
279.0,837,505,0,0,47,45,1,0,0,1
280.0,840,513,0,0,47,45,1,0,0,1
281.0,843,513,0,0,47,46,1,0,0,1
282.0,846,516,0,0,47,46,1,0,0,1
283.0,849,516,0,0,47,46,1,0,0,1
284.0,852,516,0,0,47,46,1,0,0,1
285.0,855,516,0,0,47,46,1,0,0,1
286.0,858,516,0,0,48,46,1,0,0,1
287.0,859,524,0,0,48,46,1,0,0,1
288.0,860,524,1,0,48,46,1,0,0,1
289.0,879,644,1,0,48,46,1,0,0,1
290.0,882,644,1,0,48,47,1,0,0,1
291.0,885,647,1,0,49,47,1,0,0,1
292.0,888,655,1,0,49,47,1,0,0,1
293.0,891,655,1,0,49,47,1,0,0,1
294.0,894,655,1,0,50,47,1,0,0,1
295.0,897,663,1,0,50,47,1,0,0,1
296.0,900,663,1,0,51,47,1,0,0,1
297.0,903,671,1,0,51,47,1,0,0,1
298.0,906,671,1,0,52,47,1,0,0,1
299.0,909,679,1,0,53,47,1,0,0,1
300.0,912,687,1,0,53,47,1,0,0,1
301.0,915,687,1,0,53,48,1,0,0,1
302.0,918,690,1,0,53,48,1,0,0,1
303.0,921,690,1,0,53,48,1,0,0,1
304.0,924,690,1,0,53,49,1,0,0,1
305.0,927,693,1,0,53,49,1,0,0,1
306.0,930,693,1,0,53,50,1,0,0,1
307.0,933,696,1,0,53,50,1,0,0,1
308.0,936,696,1,0,53,50,1,0,0,1
309.0,939,696,1,0,53,51,1,0,0,1
310.0,942,699,1,0,53,52,1,0,0,1
311.0,945,702,1,0,53,52,1,0,0,1
312.0,948,702,1,0,53,52,1,0,0,1
313.0,951,702,1,0,53,52,1,0,0,1
314.0,954,702,1,0,53,53,1,0,0,1
315.0,957,705,1,0,54,53,1,0,0,1
316.0,960,713,1,0,54,53,1,0,0,1
317.0,963,713,1,0,54,53,1,0,0,1
318.0,966,713,1,0,54,53,1,0,0,1
319.0,969,713,1,0,54,53,1,0,0,1
320.0,972,713,1,0,54,53,1,0,0,1
321.0,975,713,1,0,54,54,1,0,0,1
322.0,978,716,1,0,54,55,1,0,0,1
323.0,981,719,1,0,54,55,1,0,0,1
324.0,984,719,1,0,54,56,1,0,0,1
325.0,987,722,1,0,54,56,1,0,0,1
326.0,990,722,1,0,55,56,1,0,0,1
327.0,993,730,1,0,55,56,1,0,0,1
328.0,996,730,1,0,55,56,1,0,0,1
329.0,999,730,1,0,55,56,1,0,0,1
330.0,1002,730,1,0,56,56,1,0,0,1
331.0,1005,738,1,0,56,56,1,0,0,1
332.0,1008,738,1,0,56,56,1,0,0,1
333.0,1011,738,1,0,56,57,1,0,0,1
334.0,1014,741,1,0,56,57,1,0,0,1
335.0,1017,741,1,0,57,57,1,0,0,1
336.0,1020,749,1,0,58,57,1,0,0,1
337.0,1023,757,1,0,58,58,1,0,0,1
338.0,1026,760,1,0,58,58,1,0,0,1
339.0,1029,760,1,0,58,58,1,0,0,1
340.0,1032,760,1,0,59,58,1,0,0,1
341.0,1035,768,1,0,59,58,1,0,0,1
342.0,1038,768,1,0,59,58,1,0,0,1
343.0,1041,768,1,0,59,58,1,0,0,1
344.0,1044,768,1,0,59,59,1,0,0,1
345.0,1047,771,1,0,60,59,1,0,0,1
346.0,1050,779,1,0,60,59,1,0,0,1
347.0,1053,779,1,0,60,59,1,0,0,1
348.0,1056,779,1,0,60,59,1,0,0,1
349.0,1059,779,1,0,61,59,1,0,0,1
350.0,1062,787,1,0,61,59,1,0,0,1
351.0,1065,787,1,0,61,60,1,0,0,1
352.0,1068,790,1,0,62,60,1,0,0,1
353.0,1071,798,1,0,62,60,1,0,0,1
354.0,1074,798,1,0,62,60,1,0,0,1
355.0,1077,798,1,0,62,60,1,0,0,1
356.0,1080,798,1,0,63,60,1,0,0,1
357.0,1083,806,1,0,63,60,1,0,0,1
358.0,1086,806,1,0,64,60,1,0,0,1
359.0,1089,814,1,0,64,60,1,0,0,1
360.0,1092,814,1,0,64,60,1,0,0,1
361.0,1095,814,1,0,64,60,1,0,0,1
362.0,1098,814,1,0,64,60,1,0,0,1
363.0,1101,814,1,0,64,60,1,0,0,1
364.0,1104,814,1,0,65,60,1,0,0,1
365.0,1107,822,1,0,65,60,1,0,0,1
366.0,1110,822,1,0,66,60,1,0,0,1
367.0,1113,830,1,0,66,60,1,0,0,1
368.0,1116,830,1,0,66,60,1,0,0,1
369.0,1119,830,1,0,66,60,1,0,0,1
370.0,1122,830,1,0,66,60,1,0,0,1
371.0,1125,830,1,0,67,60,1,0,0,1
372.0,1128,838,1,0,68,60,1,0,0,1
373.0,1131,846,1,0,68,60,1,0,0,1
374.0,1134,846,1,0,69,60,1,0,0,1
375.0,1137,854,1,0,70,60,1,0,0,1
376.0,1140,862,1,0,70,60,1,0,0,1
377.0,1143,862,1,0,70,60,1,0,0,1
378.0,1146,862,1,0,70,60,1,0,0,1
379.0,1149,862,1,0,71,60,1,0,0,1
380.0,1152,870,1,0,71,61,1,0,0,1
381.0,1155,873,1,0,71,61,1,0,0,1
382.0,1158,873,1,0,71,61,1,0,0,1
383.0,1161,873,1,0,71,61,1,0,0,1
384.0,1164,873,1,0,71,61,1,0,0,1
385.0,1167,873,1,0,71,61,1,0,0,1
386.0,1170,873,1,0,71,61,2,0,0,1
387.0,1173,875,1,0,71,61,2,0,0,1
388.0,1176,875,1,0,71,61,2,0,0,1
389.0,1179,875,1,0,71,62,2,0,0,1
390.0,1182,878,1,0,71,62,2,0,0,1
391.0,1185,878,1,0,71,62,2,0,0,1
392.0,1188,878,1,0,71,62,2,0,0,1
393.0,1191,878,1,0,71,62,2,0,0,1
394.0,1194,878,1,0,71,62,2,0,0,1
395.0,1197,878,1,0,71,62,2,0,0,1
396.0,1200,878,1,0,71,63,2,0,0,1
397.0,1203,881,1,0,72,63,2,0,0,1
398.0,1206,889,1,0,72,63,2,0,0,1
399.0,1209,889,1,0,72,63,2,0,0,1
400.0,1212,889,1,0,72,63,2,0,0,1
401.0,1215,889,1,0,73,63,2,0,0,1
402.0,1218,897,1,0,73,63,2,0,0,1
403.0,1221,897,1,0,73,63,2,0,0,1
404.0,1224,897,1,0,73,63,2,0,0,1
405.0,1227,897,1,0,73,63,2,0,0,1
406.0,1230,897,1,0,73,63,2,0,0,1
407.0,1233,897,1,0,73,63,2,0,0,1
408.0,1236,897,1,0,74,63,2,0,0,1
409.0,1239,905,1,0,74,63,2,0,0,1
410.0,1242,905,1,0,74,64,2,0,0,1
411.0,1245,908,1,0,74,64,2,0,0,1
412.0,1248,908,1,0,74,64,2,0,0,1
413.0,1251,908,1,0,74,65,2,0,0,1
414.0,1254,911,1,0,74,65,2,0,0,1
415.0,1257,911,1,0,74,66,2,0,0,1
416.0,1260,914,1,0,74,66,2,0,0,1
417.0,1263,914,1,0,74,67,2,0,0,1
418.0,1266,917,1,0,74,67,2,0,0,1
419.0,1269,917,1,0,74,67,2,0,0,1
420.0,1272,917,1,0,74,67,2,0,0,1
421.0,1275,917,1,0,74,68,2,0,0,1
422.0,1278,920,1,0,74,68,2,0,0,1
423.0,1281,920,1,0,75,68,2,0,0,1
424.0,1284,928,1,0,75,68,2,0,0,1
425.0,1287,928,1,0,75,68,2,0,0,1
426.0,1290,928,1,0,75,68,2,0,0,1
427.0,1293,928,1,0,75,68,2,0,0,1
428.0,1296,928,1,0,75,69,2,0,0,1
429.0,1299,931,1,0,75,69,2,0,0,1
430.0,1302,931,1,0,75,69,2,0,0,1
431.0,1305,931,1,0,75,69,2,0,0,1
432.0,1308,931,1,0,75,69,2,0,0,1
433.0,1311,931,1,0,75,69,2,0,0,1
434.0,1314,931,1,0,75,69,2,0,0,1
435.0,1317,931,1,0,76,69,2,0,0,1
436.0,1320,939,1,0,76,69,2,0,0,1
437.0,1323,939,1,0,77,69,2,0,0,1
438.0,1326,947,1,0,77,69,2,0,0,1
439.0,1329,947,1,0,77,69,2,0,0,1
440.0,1332,947,1,0,77,69,2,0,0,1
441.0,1335,947,1,0,78,69,2,0,0,1
442.0,1338,955,1,0,78,69,2,0,0,1
443.0,1341,955,1,0,78,69,2,0,0,1
444.0,1344,955,1,0,78,70,2,0,0,1
445.0,1347,958,1,0,78,70,2,0,0,1
446.0,1350,958,1,0,78,70,2,0,0,1
447.0,1353,958,1,0,78,70,2,0,0,1
448.0,1356,958,1,0,78,70,2,0,0,1
449.0,1359,958,1,0,78,70,2,0,0,1
450.0,1362,958,1,0,79,70,2,0,0,1
451.0,1365,966,1,0,80,70,2,0,0,1
452.0,1368,974,1,0,81,70,2,0,0,1
453.0,1371,982,1,0,81,70,2,0,0,1
454.0,1374,982,1,0,81,70,2,0,0,1
455.0,1377,982,1,0,82,70,2,0,0,1
456.0,1380,990,1,0,82,70,2,0,0,1
457.0,1383,990,1,0,83,70,2,0,0,1
458.0,1386,998,1,0,83,70,2,0,0,1
459.0,1389,998,1,0,83,71,2,0,0,1
460.0,1392,1001,1,0,83,71,2,0,0,1
461.0,1395,1001,1,0,83,72,2,0,0,1
462.0,1398,1004,1,0,83,72,2,0,0,1
463.0,1401,1004,1,0,83,72,2,0,0,1
464.0,1404,1004,1,0,84,72,2,0,0,1
465.0,1407,1012,1,0,84,72,2,0,0,1
466.0,1410,1012,1,0,85,72,2,0,0,1
467.0,1413,1020,1,0,85,72,2,0,0,1
468.0,1416,1020,1,0,85,72,2,0,0,1
469.0,1419,1020,1,0,85,72,2,0,0,1
470.0,1422,1020,1,0,85,73,2,0,0,1
471.0,1425,1023,1,0,85,73,2,0,0,1
472.0,1428,1023,1,0,85,74,2,0,0,1
473.0,1431,1026,1,0,85,74,2,0,0,1
474.0,1434,1026,1,0,85,74,2,0,0,1
475.0,1437,1026,1,0,85,74,2,0,0,1
476.0,1440,1026,1,0,85,74,2,0,0,1
477.0,1443,1026,1,0,85,74,2,0,0,1
478.0,1446,1026,1,0,85,75,2,0,0,1
479.0,1449,1029,1,0,85,75,2,0,0,1
480.0,1452,1029,1,0,85,75,2,0,0,1
481.0,1455,1029,1,0,85,75,2,0,0,1
482.0,1458,1029,1,0,85,75,2,0,0,1
483.0,1461,1029,1,0,85,75,2,0,0,1
484.0,1464,1029,1,0,85,75,2,0,0,1
485.0,1467,1029,1,0,85,75,2,0,0,1
486.0,1470,1029,1,0,86,75,2,0,0,1
487.0,1473,1037,1,0,86,75,2,0,0,1
488.0,1476,1037,1,0,86,75,2,0,0,1
489.0,1479,1037,1,0,86,75,2,0,0,1
490.0,1482,1037,1,0,86,76,2,0,0,1
491.0,1485,1040,1,0,86,76,2,0,0,1
492.0,1488,1040,1,0,86,76,2,0,0,1
493.0,1491,1040,1,0,86,76,2,0,0,1
494.0,1494,1040,1,0,86,76,2,0,0,1
495.0,1497,1040,1,0,86,76,2,0,0,1
496.0,1500,1040,1,0,86,76,3,0,0,1
497.0,1503,1042,1,0,86,77,3,0,0,1
498.0,1506,1045,1,0,86,78,3,0,0,1
499.0,1509,1048,1,0,86,78,3,0,0,1
500.0,1512,1048,1,0,86,78,3,0,0,1
501.0,1515,1048,1,0,86,78,3,0,0,1
502.0,1518,1048,1,0,86,78,3,0,0,1
503.0,1521,1048,1,0,86,78,3,0,0,1
504.0,1524,1048,1,0,86,78,3,0,0,1
505.0,1527,1048,1,0,87,78,3,0,0,1
506.0,1530,1056,1,0,87,78,3,0,0,1
507.0,1533,1056,1,0,87,78,3,0,0,1
508.0,1536,1056,1,0,87,78,3,0,0,1
509.0,1539,1056,1,0,87,79,3,0,0,1
510.0,1542,1059,1,0,87,79,3,0,0,1
511.0,1545,1059,1,0,87,79,3,0,0,1
512.0,1548,1059,1,0,87,79,3,0,0,1
513.0,1551,1059,1,0,87,79,3,0,0,1
514.0,1554,1059,1,0,87,79,3,0,0,1
515.0,1557,1059,1,0,87,79,3,0,0,1
516.0,1560,1059,1,0,88,79,3,0,0,1
517.0,1563,1067,1,0,88,79,3,0,0,1
518.0,1566,1067,1,0,88,79,3,0,0,1
519.0,1569,1067,1,0,88,79,3,0,0,1
520.0,1572,1067,1,0,88,79,3,0,0,1
521.0,1575,1067,1,0,88,79,3,0,0,1
522.0,1578,1067,1,0,88,80,3,0,0,1
523.0,1581,1070,1,0,88,80,3,0,0,1
524.0,1584,1070,1,0,88,80,3,0,0,1
525.0,1587,1070,1,0,89,80,3,0,0,1
526.0,1590,1078,1,0,89,80,3,0,0,1
527.0,1593,1078,1,0,89,80,3,0,0,1
528.0,1596,1078,1,0,90,80,3,0,0,1
529.0,1599,1086,1,0,90,80,3,0,0,1
530.0,1602,1086,1,0,90,80,3,0,0,1
531.0,1605,1086,1,0,90,80,3,0,0,1
532.0,1608,1086,1,0,90,80,3,0,0,1
533.0,1611,1086,1,0,91,80,3,0,0,1
534.0,1614,1094,1,0,91,80,3,0,0,1
535.0,1617,1094,1,0,91,80,3,0,0,1
536.0,1620,1094,1,0,92,80,3,0,0,1
537.0,1623,1102,1,0,92,80,3,0,0,1
538.0,1626,1102,1,0,92,80,4,0,0,1
539.0,1629,1104,1,0,93,80,4,0,0,1
540.0,1632,1112,1,0,93,80,4,0,0,1
541.0,1635,1112,1,0,93,80,4,0,0,1
542.0,1638,1112,1,0,93,80,4,0,0,1
543.0,1641,1112,1,0,94,80,4,0,0,1
544.0,1644,1120,1,0,94,80,4,0,0,1
545.0,1647,1120,1,0,95,80,4,0,0,1
546.0,1650,1128,1,0,95,81,4,0,0,1
547.0,1653,1131,1,0,95,81,4,0,0,1
548.0,1656,1131,1,0,95,81,4,0,0,1
549.0,1659,1131,1,0,95,82,4,0,0,1
550.0,1662,1134,1,0,95,82,4,0,0,1
551.0,1665,1134,1,0,95,83,4,0,0,1
552.0,1668,1137,1,0,95,83,4,0,0,1
553.0,1671,1137,1,0,95,83,4,0,0,1
554.0,1674,1137,1,0,95,83,4,0,0,1
555.0,1677,1137,1,0,96,83,4,0,0,1
556.0,1680,1145,1,0,96,84,4,0,0,1
557.0,1683,1148,1,0,96,84,4,0,0,1
558.0,1686,1148,1,0,97,84,4,0,0,1
559.0,1689,1156,1,0,97,84,4,0,0,1
560.0,1692,1156,1,0,97,84,4,0,0,1
561.0,1695,1156,1,0,97,84,4,0,0,1
562.0,1698,1156,1,0,97,84,4,0,0,1
563.0,1701,1156,1,0,97,84,4,0,0,1
564.0,1704,1156,1,0,98,84,4,0,0,1
565.0,1707,1164,1,0,98,84,4,0,0,1
566.0,1710,1164,1,0,98,84,4,0,0,1
567.0,1713,1164,1,0,98,84,4,0,0,1
568.0,1716,1164,1,0,98,84,4,0,0,1
569.0,1719,1164,1,0,99,84,4,0,0,1
570.0,1722,1172,1,0,99,84,4,0,0,1
571.0,1725,1172,1,0,99,85,4,0,0,1
572.0,1728,1175,1,0,100,85,4,0,0,1
573.0,1731,1183,1,0,100,85,4,0,0,1
574.0,1734,1183,1,0,100,85,4,0,0,1
575.0,1737,1183,1,0,100,86,4,0,0,1
576.0,1740,1186,1,0,100,86,4,0,0,1
577.0,1743,1186,1,0,100,86,4,0,0,1
578.0,1746,1186,1,0,100,86,4,0,0,1
579.0,1749,1186,1,0,100,86,4,0,0,1
580.0,1752,1186,1,0,100,86,4,0,0,1
581.0,1755,1186,1,0,101,86,4,0,0,1
582.0,1758,1194,1,0,101,86,4,0,0,1
583.0,1761,1194,1,0,102,86,4,0,0,1
584.0,1764,1202,1,0,103,86,4,0,0,1
585.0,1767,1210,1,0,103,86,4,0,0,1
586.0,1770,1210,1,0,103,86,4,0,0,1
587.0,1773,1210,1,0,103,86,4,0,0,1
588.0,1776,1210,1,0,103,87,4,0,0,1
589.0,1779,1213,1,0,103,87,4,0,0,1
590.0,1782,1213,1,0,103,87,4,0,0,1
591.0,1785,1213,1,0,103,87,4,0,0,1
592.0,1788,1213,1,0,103,87,4,0,0,1
593.0,1791,1213,1,0,104,87,4,0,0,1
594.0,1794,1221,1,0,104,87,4,0,0,1
595.0,1797,1221,1,0,104,87,4,0,0,1
596.0,1800,1221,1,0,104,88,4,0,0,1
597.0,1803,1224,1,0,105,88,4,0,0,1
598.0,1806,1232,1,0,105,88,5,0,0,1
599.0,1809,1234,1,0,105,88,5,0,0,1
600.0,1812,1234,1,0,105,88,5,0,0,1
601.0,1815,1234,1,0,105,88,5,0,0,1
602.0,1818,1234,1,0,106,88,5,0,0,1
603.0,1821,1242,1,0,106,88,5,0,0,1
604.0,1824,1242,1,0,107,88,5,0,0,1
605.0,1827,1250,1,0,107,89,5,0,0,1
606.0,1830,1253,1,0,108,89,5,0,0,1
607.0,1833,1261,1,0,108,89,5,0,0,1
608.0,1836,1261,1,0,108,89,5,0,0,1
609.0,1839,1261,1,0,108,89,5,0,0,1
610.0,1842,1261,1,0,108,89,5,0,0,1
611.0,1845,1261,1,0,109,89,5,0,0,1
612.0,1848,1269,1,0,109,89,5,0,0,1
613.0,1851,1269,1,0,110,89,5,0,0,1
614.0,1854,1277,1,0,110,89,5,0,0,1
615.0,1857,1277,1,0,111,89,5,0,0,1
616.0,1860,1285,1,0,111,89,5,0,0,1
617.0,1863,1285,1,0,111,89,5,0,0,1
618.0,1866,1285,1,0,111,89,5,0,0,1
619.0,1869,1285,1,0,111,90,5,0,0,1
620.0,1872,1288,1,0,111,90,5,0,0,1
621.0,1875,1288,1,0,111,90,5,0,0,1
622.0,1878,1288,1,0,111,90,5,0,0,1
623.0,1881,1288,1,0,111,90,5,0,0,1
624.0,1884,1288,1,0,112,90,5,0,0,1
625.0,1887,1296,1,0,112,91,5,0,0,1
626.0,1890,1299,1,0,112,91,5,0,0,1
627.0,1893,1299,1,0,112,91,5,0,0,1
628.0,1896,1299,1,0,112,91,5,0,0,1
629.0,1899,1299,1,0,112,91,5,0,0,1
630.0,1902,1299,1,0,113,91,5,0,0,1
631.0,1905,1307,1,0,114,91,5,0,0,1
632.0,1908,1315,1,0,114,91,5,0,0,1
633.0,1911,1315,1,0,114,92,5,0,0,1
634.0,1914,1318,1,0,114,92,5,0,0,1
635.0,1917,1318,1,0,114,92,5,0,0,1
636.0,1920,1318,1,0,114,93,5,0,0,1
637.0,1923,1321,1,0,114,93,5,0,0,1
638.0,1926,1321,1,0,114,93,5,0,0,1
639.0,1929,1321,1,0,115,93,5,0,0,1
640.0,1932,1329,1,0,115,94,5,0,0,1
